MacroTrends Data Download,,,,,
ANET - Historical Price and Volume Data,,,,,
Note: Historical prices are adjusted for stock splits.,,,,,
,,,,,
"Disclaimer and Terms of Use: Historical stock data is provided 'as is' and solely for informational purposes, not for trading purposes or advice.",,,,,
"MacroTrends LLC expressly disclaims the accuracy, adequacy, or completeness of any data and shall not be liable for any errors, omissions or other defects in, ",,,,,
"delays or interruptions in such data, or for any actions taken in reliance thereon.  Neither MacroTrends LLC nor any of our information providers will be liable",,,,,
for any damages relating to your use of the data provided.,,,,,
,,,,,
,,,,,
"ATTRIBUTION: Proper attribution requires clear indication of the data source as ""www.macrotrends.net"".",,,,,
"A ""dofollow"" backlink to the originating page is also required if the data is displayed on a web page.",,,,,
,,,,,
,,,,,
date,open,high,low,close,volume
4/21/2016,16.02,16.02,15.53,15.805,1650000
4/22/2016,15.9225,16.43,15.7538,16.4125,1879292
4/25/2016,16.235,16.6025,16.14,16.4775,2392700
4/26/2016,16.4675,16.6775,16.35,16.5,1935544
4/27/2016,16.365,16.71,15.9675,16.6825,2422012
4/28/2016,16.53,16.68,16.3983,16.44,1816800
4/29/2016,16.4475,16.7075,16.2625,16.655,2669844
5/2/2016,16.7625,16.81,16.5025,16.7675,2675736
5/3/2016,16.6625,16.6625,16.0438,16.0675,2365212
5/4/2016,15.9475,16.0225,15.4625,15.6375,3316444
5/5/2016,15.755,15.9125,15.535,15.895,4598748
5/6/2016,16.355,16.85,15.5025,16.7075,9452260
5/9/2016,16.7025,16.7975,16.2225,16.315,3722008
5/10/2016,16.455,17.1613,16.43,16.8825,5112908
5/11/2016,16.8075,17.055,16.755,16.8275,2679840
5/12/2016,16.8675,16.8675,16.3075,16.6425,3292192
5/13/2016,16.5375,17,16.475,16.865,3297432
5/16/2016,16.84,17.125,16.815,17.0025,3295584
5/17/2016,16.995,17.065,16.7,16.725,1607716
5/18/2016,16.605,17.215,16.5025,17.0075,3325420
5/19/2016,17.0025,17.285,16.8663,17.05,2880056
5/20/2016,17.0875,17.5625,17.0593,17.53,3704480
5/23/2016,17.42,18.1063,17.3575,17.8975,3337584
5/24/2016,17.9,18.125,17.7575,18.08,2274260
5/25/2016,18.125,18.205,17.9275,17.99,2469172
5/26/2016,17.9175,18.0825,17.8175,18.005,2456248
5/27/2016,18,18.22,17.7825,18.215,3073012
5/31/2016,18.25,18.395,18.15,18.3225,2089168
6/1/2016,18.1825,18.545,18.025,18.52,1969468
6/2/2016,18.525,18.725,18.4188,18.725,2437208
6/3/2016,18.725,18.835,18.5525,18.77,3324872
6/6/2016,18.75,18.85,18.575,18.665,1669480
6/7/2016,18.665,18.7475,18.5,18.645,2755484
6/8/2016,18.5875,18.8,18.3825,18.705,2584296
6/9/2016,18.67,18.83,18.545,18.78,1938928
6/10/2016,18.6475,18.7175,18.2125,18.27,1740220
6/13/2016,18.1375,18.225,17.9175,18.0525,2712564
6/14/2016,18,18.16,17.9238,18.1125,2819152
6/15/2016,18.2025,18.365,18.1525,18.27,2665284
6/16/2016,18.1725,18.3413,17.9725,18.1275,2665168
6/17/2016,18.165,18.3,17.9875,18.015,2320964
6/20/2016,18.2875,18.405,18.0813,18.125,1388892
6/21/2016,18.1175,18.1825,17.835,18.155,1817068
6/22/2016,18.12,18.1938,17.4275,17.84,4623708
6/23/2016,18,18.455,17.895,18.455,3024468
6/24/2016,17.0075,17.75,16.6,16.6625,8713104
6/27/2016,15.795,15.875,15.1275,15.2325,10920100
6/28/2016,15.4125,15.605,15.14,15.5,2437456
6/29/2016,15.71,16.0225,15.525,15.94,2983128
6/30/2016,15.9775,16.105,15.73,16.095,2023932
7/1/2016,16.14,16.2825,15.76,15.915,2450776
7/5/2016,15.75,15.8975,15.5525,15.8625,2364488
7/6/2016,15.795,16.1675,15.6925,16.1575,3556556
7/7/2016,16.18,16.55,16.18,16.5,2350472
7/8/2016,16.6225,17.055,16.515,16.9325,2498640
7/11/2016,17.165,17.885,17.165,17.45,5028612
7/12/2016,17.64,17.7125,17.495,17.5225,3484732
7/13/2016,17.555,17.7475,17.3825,17.565,3807512
7/14/2016,17.6225,17.6925,17.28,17.5,2424620
7/15/2016,17.5875,17.61,17.345,17.4975,1772032
7/18/2016,17.5575,17.8875,17.53,17.845,3113532
7/19/2016,17.8,17.91,17.65,17.74,1438040
7/20/2016,17.74,17.8625,17.41,17.8225,4412296
7/21/2016,17.855,17.9775,17.5725,17.5925,1557256
7/22/2016,17.615,17.8408,17.58,17.615,1785408
7/25/2016,17.615,17.885,17.6025,17.7925,2048688
7/26/2016,17.795,17.9425,17.7,17.7475,2537444
7/27/2016,17.875,17.875,17.5325,17.675,1945960
7/28/2016,17.6825,17.7115,17.21,17.405,2877104
7/29/2016,17.4075,17.855,17.3075,17.8175,2138244
8/1/2016,17.785,18.11,17.7613,18.03,2192824
8/2/2016,18,18,17.4875,17.5475,2912948
8/3/2016,17.5925,17.84,17.5525,17.825,2158048
8/4/2016,17.75,18.0775,17.705,17.9975,3220504
8/5/2016,17.1875,18.11,17.1875,17.9375,7504568
8/8/2016,18.045,18.22,17.96,18.0175,4188784
8/9/2016,18.095,18.52,18.045,18.515,3603060
8/10/2016,18.45,18.54,18.3125,18.5,1898728
8/11/2016,18.5,19,18.4563,18.865,3551708
8/12/2016,18.8625,18.9725,18.765,18.945,2284940
8/15/2016,18.885,19.5875,18.8175,19.5625,5179640
8/16/2016,19.4975,19.57,19.2075,19.4,3374932
8/17/2016,19.395,19.46,19.1775,19.335,2607996
8/18/2016,19.45,19.77,19.45,19.7575,3937564
8/19/2016,19.7825,19.925,19.63,19.78,3109860
8/22/2016,19.6725,19.7575,19.2925,19.37,2785536
8/23/2016,19.14,19.57,19.0025,19.51,3682232
8/24/2016,19.5975,19.71,19.3375,19.3825,1647396
8/25/2016,19.275,19.72,19.2489,19.6975,2109212
8/26/2016,19.625,19.8725,19.4553,19.7475,2209636
8/29/2016,19.7025,19.97,19.655,19.9425,2782256
8/30/2016,19.84,20.12,19.73,19.9225,2873560
8/31/2016,19.9275,19.955,19.7275,19.92,1957368
9/1/2016,19.9825,20.0975,19.8225,19.9175,2691216
9/2/2016,20.02,20.2725,19.825,20.2375,2884596
9/6/2016,20.235,20.4225,20.035,20.2975,1953312
9/7/2016,20.22,20.46,20.1791,20.3375,1723880
9/8/2016,20.3125,20.4375,20.245,20.3375,1360256
9/9/2016,20.225,20.4475,19.935,19.94,2151004
9/12/2016,19.79,20.315,19.54,20.225,2114704
9/13/2016,20.125,20.31,20.0325,20.1825,2391500
9/14/2016,20.185,21.0675,20.1825,20.7825,7218604
9/15/2016,20.6325,21.1725,20.5475,21.1075,2717584
9/16/2016,21.0175,21.275,20.925,21.2575,4696004
9/19/2016,20.87,20.995,20.325,20.5075,4108972
9/20/2016,20.575,20.8225,20.4025,20.455,2537948
9/21/2016,20.565,20.965,20.565,20.9425,1739084
9/22/2016,21.1,21.3975,21.0685,21.3325,2843604
9/23/2016,21.225,21.485,21.06,21.43,2822548
9/26/2016,21.2425,21.34,21.0953,21.2725,1319084
9/27/2016,21.16,21.58,21.16,21.58,1890508
9/28/2016,21.47,21.5875,21.285,21.44,3170524
9/29/2016,21.4475,21.565,21.1013,21.305,2163640
9/30/2016,21.41,21.465,21.0925,21.27,2844056
10/3/2016,21.2275,21.38,21.145,21.2625,2487540
10/4/2016,21.3975,21.4463,21.19,21.3125,1624172
10/5/2016,21.4525,21.4975,21.22,21.2425,2097544
10/6/2016,21.2775,21.375,21.14,21.3675,1364724
10/7/2016,21.4225,21.4375,21.2053,21.285,1362116
10/10/2016,21.425,21.905,21.2475,21.6325,4232324
10/11/2016,21.625,21.625,20.6025,20.7525,2559944
10/12/2016,20.7,20.7475,20.435,20.5225,1467168
10/13/2016,20.1375,20.2725,19.705,20.19,2774976
10/14/2016,20.5,20.6725,19.9375,20.1125,1983528
10/17/2016,20.1225,20.28,19.93,20.18,1787380
10/18/2016,20.4175,20.455,20.205,20.215,943180
10/19/2016,20.19,20.53,20.0425,20.475,1423372
10/20/2016,20.48,20.53,20.325,20.465,940672
10/21/2016,20.4125,20.9575,20.22,20.895,1467564
10/24/2016,21.12,21.1625,20.975,21.0075,1033600
10/25/2016,21.155,21.28,21.0525,21.08,1194172
10/26/2016,21,21.2238,20.965,21.055,1353052
10/27/2016,21.1175,21.175,20.89,21.1525,2132748
10/28/2016,21.115,21.575,20.945,21.275,3722788
10/31/2016,21.275,21.4499,21.15,21.1875,2741140
11/1/2016,21.0925,21.37,20.78,21.0425,2983584
11/2/2016,21.08,21.21,20.635,20.7275,2275208
11/3/2016,20.85,20.98,20.375,20.52,4130888
11/4/2016,20.225,21.0575,19.7625,20.8275,7357660
11/7/2016,21.155,21.475,20.9875,21.46,5099236
11/8/2016,21.5,21.645,21.0925,21.5175,3375248
11/9/2016,20.9575,21.4325,20.625,21.35,3348000
11/10/2016,21.56,21.7963,21.1725,21.4775,4316132
11/11/2016,21.4575,21.645,21.1825,21.5375,2913312
11/14/2016,21.6925,22.065,21.645,21.9575,4788520
11/15/2016,21.9475,22.22,21.5,21.9475,4036516
11/16/2016,21.9425,22.1275,21.66,22.0175,1845880
11/17/2016,22.0025,22.1313,21.935,22.01,1102560
11/18/2016,22.1325,22.34,21.955,21.995,2148072
11/21/2016,22.315,23.69,22.315,23.62,9609216
11/22/2016,23.62,23.735,23.5175,23.695,3420268
11/23/2016,23.6875,23.8675,23.625,23.7975,1955172
11/25/2016,23.6875,23.75,23.3975,23.665,1461992
11/28/2016,23.765,24.015,23.5275,23.9925,2481140
11/29/2016,24,24.21,23.8225,23.8825,2375968
11/30/2016,24.02,24.17,23.635,23.7025,2665808
12/1/2016,23.685,24.0625,23.0253,23.325,3134740
12/2/2016,23.2025,23.7325,23.015,23.2925,3386384
12/5/2016,23.1425,23.4175,22.9825,23.1875,3073704
12/6/2016,23.2625,23.6825,23.0825,23.465,2727736
12/7/2016,23.6525,24.555,23.39,24.4675,5113832
12/8/2016,24.6275,24.6975,23.85,23.94,2656752
12/9/2016,24,24.155,23.4925,23.6025,2050572
12/12/2016,23.38,23.5,22.76,23.285,3633824
12/13/2016,23.31,23.905,23.31,23.7575,2447256
12/14/2016,23.735,24.725,23.4475,24.47,5721080
12/15/2016,24.515,24.5838,24.0459,24.1975,3955632
12/16/2016,24.1925,24.7025,24.0925,24.17,3554016
12/19/2016,24.335,24.695,24.335,24.485,3708068
12/20/2016,24.4575,24.6923,24.4375,24.5,2218212
12/21/2016,24.515,24.675,24.465,24.4875,1305140
12/22/2016,24.4875,24.6375,24.1275,24.215,1918580
12/23/2016,24.21,24.35,24.14,24.2325,554748
12/27/2016,24.3,24.6855,24.3,24.455,1792560
12/28/2016,24.5125,24.6225,24.1425,24.3125,1739496
12/29/2016,24.31,24.4675,24.055,24.1825,959808
12/30/2016,24.295,24.3825,24.115,24.1925,1000720
1/3/2017,24.385,24.5725,24.1688,24.265,2192724
1/4/2017,24.3725,25.57,24.3625,25.4325,8488204
1/5/2017,25.4975,25.75,25.3075,25.485,3909024
1/6/2017,25.5275,25.6525,25.1675,25.32,1895340
1/9/2017,25.2175,25.2338,24.655,24.88,3013392
1/10/2017,24.985,25.325,24.89,25.105,1682452
1/11/2017,25.2325,25.2325,24.53,24.8675,1938992
1/12/2017,24.9975,24.9975,24.11,24.75,2363252
1/13/2017,24.8575,25.26,24.8575,25.0675,1471036
1/17/2017,23.5,23.585,21.8325,22.0575,18333320
1/18/2017,21.975,22.75,21.9175,22.1775,4963156
1/19/2017,22.345,22.48,22.1675,22.43,2529424
1/20/2017,22.655,22.725,22.3525,22.45,2928808
1/23/2017,22.4525,22.47,21.8851,22.4175,2976432
1/24/2017,22.55,23.15,22.5375,23.1175,2782500
1/25/2017,23.48,23.6875,23.0175,23.27,1989944
1/26/2017,23.265,23.3975,22.91,23.2275,1278492
1/27/2017,23.145,23.485,23.0875,23.445,1398544
1/30/2017,23.405,23.515,23.1063,23.4175,1471708
1/31/2017,23.46,23.55,23.195,23.5,1628360
2/1/2017,23.5425,23.7,23.22,23.57,1821012
2/2/2017,23.57,23.91,23.4125,23.72,2355416
2/3/2017,23.7575,23.9513,23.4225,23.88,1766068
2/6/2017,23.815,24.03,23.7325,23.8775,1434200
2/7/2017,23.9025,24.1225,23.7525,23.9975,1121208
2/8/2017,23.9975,24.5975,23.7975,24.365,2078076
2/9/2017,24.3625,24.745,24.3625,24.4525,1844472
2/10/2017,24.5625,24.8,24.3175,24.695,1631420
2/13/2017,24.695,25.1125,24.655,24.975,3374016
2/14/2017,24.9725,25.2,24.8375,25.18,2105260
2/15/2017,25.0225,25.33,24.8975,25.1675,2862480
2/16/2017,25.1675,25.5475,24.8788,25.0425,7053112
2/17/2017,27.75,29.8625,27.5775,29.765,23638800
2/21/2017,29.7375,30.78,29.64,30.655,6658024
2/22/2017,30.325,30.745,30.1875,30.45,3439924
2/23/2017,30.5,30.6225,29.4125,29.4625,4569992
2/24/2017,29.25,30.1625,28.9638,30.1475,3593320
2/27/2017,30.3675,30.42,29.97,30.0975,2485912
2/28/2017,29.99,30.2375,29.6875,29.7475,2596564
3/1/2017,30,30.2775,29.695,30.16,3111844
3/2/2017,30.1275,30.4375,29.835,29.8725,1880064
3/3/2017,29.8775,30.065,29.65,29.9925,2004684
3/6/2017,29.7425,30.1825,29.4878,29.8575,2936664
3/7/2017,29.9475,30.65,29.6763,30.27,3725736
3/8/2017,30.3775,31.25,30.1225,30.8825,5733020
3/9/2017,30.805,31.125,30.4475,30.7725,2208776
3/10/2017,31.12,31.1225,30.84,31.0425,2327664
3/13/2017,31.25,31.91,31.2025,31.8675,4487968
3/14/2017,31.8825,31.9593,31.5025,31.75,2917464
3/15/2017,32,32.1225,31.5675,32.07,4520496
3/16/2017,32.21,32.2325,31.7475,31.785,3583700
3/17/2017,31.88,32.14,31.6994,32.025,4116628
3/20/2017,32.4225,32.8575,32.365,32.5825,2861452
3/21/2017,32.82,32.83,31.9075,31.9925,4435512
3/22/2017,32.1125,32.6875,32.0646,32.635,3529112
3/23/2017,32.595,32.78,32.35,32.52,2245748
3/24/2017,32.765,32.995,32.5078,32.9425,2535248
3/27/2017,32.8375,33.1375,32.5375,33.045,2186256
3/28/2017,33.065,33.545,33.025,33.4925,3070016
3/29/2017,33.51,33.6625,33.0675,33.325,2069540
3/30/2017,33.4275,33.5625,33.165,33.2025,1632132
3/31/2017,33.2325,33.2875,32.9125,33.0675,2952856
4/3/2017,32.9325,33.115,32.165,32.925,4156912
4/4/2017,32.6875,33.4275,32.55,33.3,4085032
4/5/2017,33.475,33.6275,33.315,33.5,6286668
4/6/2017,33.4,33.8174,33.1363,33.6,3668692
4/7/2017,33.2175,33.425,33.0575,33.1125,2444956
4/10/2017,33.1125,33.525,33.0125,33.3175,1681084
4/11/2017,33.245,33.5625,32.8675,33.3325,1989176
4/12/2017,33.4375,33.4375,32.5225,32.8675,2909776
4/13/2017,32.9625,33.403,32.79,32.84,1306556
4/17/2017,32.8525,33.3,32.78,33.1875,1922748
4/18/2017,33.1875,33.4125,33.02,33.24,1289692
4/19/2017,33.355,33.7,33.2775,33.4575,1803228
4/20/2017,33.7875,34.2725,33.51,34.1175,2888788
4/21/2017,34.1175,34.1875,33.755,34.165,1686320
4/24/2017,34.525,34.8475,34.2275,34.75,2679664
4/25/2017,34.8,35.08,34.665,34.855,2380972
4/26/2017,34.9,34.995,34.4675,34.84,2816312
4/27/2017,34.25,34.96,34.25,34.9125,2520092
4/28/2017,34.8025,34.99,34.59,34.91,3695888
5/1/2017,34.8775,35.4795,34.6528,35.275,2822804
5/2/2017,35.385,35.4775,34.7375,35.2975,3798112
5/3/2017,35.2475,35.4625,34.9275,35.17,2716336
5/4/2017,35.4375,35.725,34.595,35.05,6438760
5/5/2017,34.7375,36.235,33.8025,36.18,9032040
5/8/2017,36.25,36.8875,35.33,35.6875,3561064
5/9/2017,35.8775,36.395,35.655,36.2325,2770744
5/10/2017,36.415,36.5075,35.945,36.3575,2852672
5/11/2017,36.2525,36.6125,36.065,36.505,2254520
5/12/2017,36.42,36.7875,36.1913,36.705,1907472
5/15/2017,36.8475,37.0323,36.6275,36.855,2328236
5/16/2017,37.03,37.15,36.525,36.8625,4723632
5/17/2017,36.4975,36.7175,35.5575,35.59,3628936
5/18/2017,35.2325,35.9625,34.7,35.87,3215664
5/19/2017,36.205,36.35,35.91,36.0175,2487596
5/22/2017,35.855,36.075,35.5615,35.7875,2832280
5/23/2017,35.67,36.0075,35.2625,35.8,3257640
5/24/2017,35.8975,36.0825,35.8025,36.07,1630480
5/25/2017,36.25,37.0575,36.215,37.015,3968364
5/26/2017,37.015,37.1,36.2675,36.6125,2476584
5/30/2017,36.6125,36.865,36.375,36.805,2613236
5/31/2017,36.95,37.01,36.3325,36.845,10437356
6/1/2017,36.8775,37.2375,36.0775,37.13,6294296
6/2/2017,37.1575,38.135,37.0325,38.065,5124764
6/5/2017,38.065,38.7225,38.065,38.5825,3713804
6/6/2017,38.39,39.3171,38.315,38.8375,2593544
6/7/2017,39.06,39.1925,38.7125,39.0125,2498756
6/8/2017,38.885,39.33,38.6813,39.3175,2341692
6/9/2017,39.39,39.642,36.7525,37.365,4062708
6/12/2017,36.87,37.6575,35.75,37.44,4614672
6/13/2017,37.7375,38.3425,37.3475,37.945,2521536
6/14/2017,37.9625,38.345,37.2313,37.7625,2203996
6/15/2017,37.3425,37.8325,36.9763,37.8075,2158076
6/16/2017,38.0925,38.2875,37.7625,37.895,6232348
6/19/2017,38.3625,39.415,38.3625,39.165,3276580
6/20/2017,39.0175,39.475,38.7,38.7575,2343632
6/21/2017,38.84,39.71,38.8113,39.54,3336520
6/22/2017,39.5,39.87,39,39.695,2161012
6/23/2017,39.77,40.7425,39.725,40.405,6110320
6/26/2017,40.435,40.57,39,39.445,3654780
6/27/2017,39.345,39.6452,38.13,38.205,3023696
6/28/2017,38.4925,38.955,37.9428,38.8175,2954800
6/29/2017,38.695,38.795,36.9275,37.4875,2922704
6/30/2017,37.6075,37.8025,37.1925,37.4475,2188388
7/3/2017,37.765,37.775,36.5875,36.7225,1431312
7/5/2017,36.775,37.38,36.775,37.155,3681832
7/6/2017,36.625,36.92,36.0475,36.3575,2538568
7/7/2017,36.5125,37.29,36.5125,37.1925,2891040
7/10/2017,37.215,37.695,36.98,37.3375,2691216
7/11/2017,37.3925,38.3148,37.3925,38.29,2201740
7/12/2017,38.75,39.015,38.5675,38.845,2450732
7/13/2017,38.9675,39.16,38.4125,38.6925,1501084
7/14/2017,38.755,38.9225,38.53,38.7775,1203948
7/17/2017,38.8275,38.92,38.2,38.805,1489188
7/18/2017,38.7125,39.0316,38.5025,38.9975,1677768
7/19/2017,39.2,39.75,39.1825,39.4075,1766020
7/20/2017,39.5775,39.6525,38.8175,39.2,1497240
7/21/2017,37.75,38.5,37.25,38.23,4725168
7/24/2017,38.125,39.045,38.005,38.805,2074112
7/25/2017,38.765,39.5175,38.4475,39.5,1620928
7/26/2017,39.5875,39.75,39.25,39.3,2302288
7/27/2017,39.5225,39.6975,37.515,38.01,2980064
7/28/2017,37.7625,38.3925,37.3525,37.6,3967624
7/31/2017,37.8,37.941,37.1225,37.3225,4039668
8/1/2017,37.6075,37.6075,36.835,36.95,2869728
8/2/2017,37.24,37.2425,35.665,35.865,4650064
8/3/2017,35.955,36.2588,35.445,36.0125,7625388
8/4/2017,41.9,43.85,41.625,43.0125,19990756
8/7/2017,42.5125,44.125,42.38,43.4375,6603748
8/8/2017,43.4225,43.725,42.4825,42.485,4687760
8/9/2017,42.2475,42.47,41.7775,41.865,4478976
8/10/2017,41.7525,41.7575,40.235,41.175,5966900
8/11/2017,41.1325,42.2025,40.8525,41.4225,2507568
8/14/2017,42.02,42.6725,41.8855,42.45,2560432
8/15/2017,42.75,42.9975,42.325,42.6475,2274352
8/16/2017,42.65,43.72,42.5509,43.4175,3405896
8/17/2017,43.375,43.635,42.555,42.765,3149064
8/18/2017,42.75,43.5273,42.485,43.0025,2607564
8/21/2017,43,43.4725,42.4625,43.0025,2658248
8/22/2017,43.0175,43.9975,42.9788,43.8125,3361552
8/23/2017,43.61,43.7775,43.085,43.3775,3567040
8/24/2017,43.58,44.095,43.3887,43.7775,2532592
8/25/2017,43.91,44.22,43.3975,43.4325,1673576
8/28/2017,43.5575,43.94,42.8375,43.5275,2094012
8/29/2017,43.1075,43.665,42.8875,43.32,1680376
8/30/2017,43.565,44.5875,43.565,44.4875,2300184
8/31/2017,44.6725,44.9275,43.8375,44.0375,3121640
9/1/2017,44.1925,44.4075,43.7725,44.3725,1746620
9/5/2017,44.185,44.39,43.415,43.8075,3237988
9/6/2017,43.8875,44.1125,42.4025,43.1825,3343072
9/7/2017,43.25,43.5125,42.945,43.4125,1927828
9/8/2017,43.3325,43.6125,43.015,43.17,1272368
9/11/2017,43.4825,44.0238,43.3175,43.8275,1567064
9/12/2017,43.91,44.2009,43.205,43.455,1692836
9/13/2017,43.37,43.7825,43.035,43.7225,2624160
9/14/2017,43.4875,44.095,43.435,43.735,2432284
9/15/2017,43.7825,44.4725,43.4175,44.24,5521908
9/18/2017,44.75,46.3525,44.7225,45.67,4539352
9/19/2017,45.9825,45.9975,45.2625,45.43,3083840
9/20/2017,46.56,47.18,46.0175,47.1225,3895036
9/21/2017,47.0425,47.2125,46.12,46.8075,2423232
9/22/2017,46.8,48.02,46.7575,47.7625,3627940
9/25/2017,48,48.31,45.1425,45.2075,5104216
9/26/2017,45.7125,46.745,45.0025,45.665,2602716
9/27/2017,46.19,47.74,46.19,46.6375,2425652
9/28/2017,46.5025,47.0575,45.9025,46.8875,2341504
9/29/2017,47.0625,47.475,46.95,47.4025,1784800
10/2/2017,47.5,47.9625,47.1575,47.6075,1862344
10/3/2017,47.73,47.9688,47.1025,47.355,1259712
10/4/2017,47.355,47.7575,46.89,47.67,1562404
10/5/2017,47.785,47.99,47.225,47.59,1441800
10/6/2017,47.5275,48.35,47.45,48.2325,2888680
10/9/2017,48.38,49.0675,48.17,48.3425,1958888
10/10/2017,48.69,48.835,47.7725,48.205,1661868
10/11/2017,48.0775,48.3788,47.9025,48.2375,1343300
10/12/2017,48,48.2775,47.6125,47.8025,2039204
10/13/2017,48.22,48.22,47.5,47.785,2482392
10/16/2017,48.035,48.125,47.1075,47.1975,2087696
10/17/2017,47.215,47.7398,47.215,47.6525,1420412
10/18/2017,47.735,47.8025,47.14,47.485,1154884
10/19/2017,47.105,47.5325,46.3125,47.5325,2096660
10/20/2017,47.7625,48.2375,47.7625,47.92,1298332
10/23/2017,48,48.56,47.7994,47.8925,1859516
10/24/2017,48.1625,48.43,47.5925,48.275,1371440
10/25/2017,48.005,48.335,47.1975,47.3875,1713344
10/26/2017,47.735,48.475,47.6863,47.9575,1719512
10/27/2017,48.4725,49.1688,48.2275,48.9125,2225116
10/30/2017,49.0625,50.205,48.86,49.04,3344400
10/31/2017,49.3325,50.4875,49.225,49.9725,3273448
11/1/2017,50.3525,50.3525,48.7925,49.315,3974872
11/2/2017,49.375,49.375,44.48,45.2925,11009488
11/3/2017,50.4588,50.5375,48.1875,50.3725,12820312
11/6/2017,50.7475,51.8375,50.1225,51.67,4584288
11/7/2017,51.65,53.7475,51.65,52.39,5753048
11/8/2017,53.1475,54,52.755,53.5475,4745436
11/9/2017,53.3375,54.48,52.8,53.3875,4042332
11/10/2017,53.4,55.4175,53.325,55.2625,4637792
11/13/2017,55.4325,56.7823,55.4325,56.2875,3853008
11/14/2017,56.275,57.215,56.1,56.775,2528880
11/15/2017,56.5,57,55.29,56.225,2465860
11/16/2017,56.72,58.3338,56.585,57.9425,3399744
11/17/2017,58.115,58.6575,57.367,58.455,2324976
11/20/2017,58.75,60.4875,58.7275,60.4575,2883288
11/21/2017,60.575,61.4125,60.1939,60.3575,3818712
11/22/2017,60.3625,60.8388,59.54,59.7525,2468752
11/24/2017,60.27,60.8573,60.145,60.515,1192452
11/27/2017,60.425,60.8975,59.6125,59.66,2168516
11/28/2017,59.75,60.9175,59.55,60.8875,2159524
11/29/2017,61.205,61.225,56.6325,58.5525,4843764
11/30/2017,59.38,59.5083,57.7975,58.28,3353552
12/1/2017,58.125,58.305,55.6075,57.1625,4554288
12/4/2017,58.0675,58.4438,52.155,52.37,10342852
12/5/2017,52.1,54.66,51.715,52.7625,5088268
12/6/2017,52.2875,53.49,51.8425,53.215,2526456
12/7/2017,53.525,55.3125,53.525,54.965,3606704
12/8/2017,55.84,57.2413,55.515,55.6975,3101840
12/11/2017,55.75,56.2475,54.8425,55.9225,2307192
12/12/2017,55.5475,55.825,54.2775,54.5625,2824808
12/13/2017,54.61,56.56,54.6075,56.2825,3164604
12/14/2017,56.6525,57.295,56.3125,56.68,3130992
12/15/2017,56.9513,58.0375,56.825,57.7575,4256672
12/18/2017,57.9825,58.9162,57.85,58.8475,2646492
12/19/2017,59.0275,59.585,58.75,59,3321660
12/20/2017,58.88,59.5892,57.8725,58.5375,2305200
12/21/2017,59.205,59.6,58.778,58.99,2432100
12/22/2017,58.675,59.215,58.3425,59.1375,2608820
12/26/2017,59.055,59.175,58.25,58.915,1710232
12/27/2017,58.915,60.1225,58.915,59.875,1562112
12/28/2017,59.975,60.375,59.7975,60.16,1665748
12/29/2017,60.1625,60.325,58.8575,58.895,1662716
1/2/2018,58.895,59.6575,56.69,57.7575,3489076
1/3/2018,58,58.9375,57.89,58.9,2235040
1/4/2018,59.0625,59.4575,57.8525,58.1725,3347884
1/5/2018,58.6125,59.615,58.605,59.1925,2022312
1/8/2018,59.81,62.9875,59.6275,62.765,5578244
1/9/2018,62.765,63.0825,61.625,62.495,2827044
1/10/2018,62.535,63.9813,62.35,63.07,2528248
1/11/2018,63.365,65.4525,63.365,65.1975,4337748
1/12/2018,65.2675,65.71,64.275,64.7575,3296840
1/16/2018,65.4125,65.71,62.5413,63.1925,3619276
1/17/2018,63.9775,66.1525,63.8725,65.7025,3676284
1/18/2018,65.87,67.03,65.75,66.2975,2569296
1/19/2018,66.9675,67.9675,66.775,67.71,2726628
1/22/2018,67.75,68.9625,67.1725,68.92,2991848
1/23/2018,67.73,69.0527,67.05,68.285,3768872
1/24/2018,68.7025,69.2175,67.3175,68.285,2848388
1/25/2018,68.9,69.9,68.6275,69.19,2109324
1/26/2018,69.865,70.875,69.215,70.875,1985104
1/29/2018,70.875,71.19,69.3393,69.4975,2939488
1/30/2018,68.27,69.145,63.0025,68.8075,5438952
1/31/2018,69.1275,69.2498,67.26,68.955,3742380
2/1/2018,68.3,69.2424,68.2775,68.75,3337512
2/2/2018,68.0375,69.8625,66.78,68.37,3041144
2/5/2018,66.3775,69.9725,65.6275,66.3425,4866476
2/6/2018,63.3325,68.5775,62.6025,68.095,4016684
2/7/2018,69.4975,72.2672,68.76,70.405,4625944
2/8/2018,71.2525,71.2838,66.095,66.13,4611716
2/9/2018,67.3925,68.7353,64.5143,68.1375,4597244
2/12/2018,69.5375,71.7931,69.4053,71.135,5081692
2/13/2018,71.25,73.1815,71.02,73.145,4066272
2/14/2018,72.75,76.36,72.74,75.53,5887432
2/15/2018,76.5,77.9175,73.8386,76.99,11583108
2/16/2018,64.5,67.25,61.88,62.3725,35562684
2/20/2018,62,63.32,61.5275,62.4125,9020436
2/21/2018,62.25,62.64,58.955,59.5075,11966164
2/22/2018,60,61.3575,59.81,61.165,6400112
2/23/2018,61.5875,62.3725,60.085,61.48,5208092
2/26/2018,61.8925,65,61.6938,64.9625,6756324
2/27/2018,65,65.99,63.9375,64.785,5651576
2/28/2018,65,68.395,65,67.435,8564200
3/1/2018,67.66,68.1,64.5775,65.95,6458516
3/2/2018,64.465,67.9875,63.5525,67.875,5660632
3/5/2018,67.5,71.485,66.825,70.465,8217032
3/6/2018,70.75,73.125,70.75,72.15,7233760
